"Original Search Term","Is identified","Original Product Cost ($USD)","Shipping From","AID","Product Title","Description","UPCs","EANs","ASIN","Parent ASIN","Recommended","Recommended in eBay US","Is identified in eBay US","Identification type eBay US","eBay US eBay Item ID","Shipping to US by:","Shipping cost to US","eBay US Total Sales (USD)","eBay US Estimated Unit Sales Per Month","eBay US Price (USD)","eBay US Listing URL","eBay US Demand","eBay US % Profit","eBay US % Profit","eBay US Profit (USD)","eBay US Market fee (USD)","eBay US PayPal fee (USD)","eBay US Tax (USD)","eBay US Insights","Brand Name","Model","Color","Width (inch)","Height (inch)","Length (inch)","Weight (pound)","Package Width (inch)","Package Height (inch)","Package Length (inch)","Package Weight (pound)","Package Origin","Size","Enhanced Data: Part Number","Enhanced Data: Release Date","Enhanced Data: Actors","Enhanced Data: Artists","Enhanced Data: Aspect Ratio","Enhanced Data: Audience Rating","Enhanced Data: Bluray Region","Enhanced Data: Contributors","Enhanced Data: Directors","Enhanced Data: Display Size","Enhanced Data: Edition","Enhanced Data: Esrb Age Rating","Enhanced Data: Formats","Enhanced Data: Genre","Enhanced Data: Hardware Platform","Enhanced Data: Is Adult Product","Enhanced Data: Is Autographed","Enhanced Data: Is Memorabilia","Enhanced Data: Label","Enhanced Data: Content Languages","Enhanced Data: Manufacturer Maximum Age","Enhanced Data: Manufacturer Minimum Age","Enhanced Data: Material Types","Enhanced Data: Number Of Discs","Enhanced Data: Number Of Items","Enhanced Data: Number Of Pages","Enhanced Data: Operating Systems","Enhanced Data: Pegi Rating","Enhanced Data: Platforms","Enhanced Data: Publication Date","Enhanced Data: Publisher","Enhanced Data: Running Time","Enhanced Data: Scent","Enhanced Data: Studio","Enhanced Data: Theatrical Release Date","Image URL"
"807581507153","false","1.0","US","AIDUCFGG7001","Poupees Russes, Les [DVD] (1990) C","Poupees Russes, Les [DVD] (1990) C","[807581507153]","[0807581507153]","B000CR8QTI",,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,"0.18","5.42","0.58","7.1","0.18","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[""DVD""]","Gay & Lesbian Video","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[{""languageName"":""french"",""type"":""Original Language""},{""languageName"":""english"",""type"":""Unknown""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1990-01-01","https://m.media-amazon.com/images/I/51VoF-5jUzL.jpg"
"883929698677","false","1.0","US","Could not identify the product from a valid resource","IT Chapter Two (BIL/DVD)","IT Chapter Two (BIL/DVD)","[883929698677]","[0883929698677]","B07XKDG2HQ",,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,,"8.66","0.63","15.67","0.18","OFFICIAL",,"Data could not be retrieved","2019-12-10","[""James McAvoy"",""Jessica Chastain"",""Bill Hader"",""Isaiah Mustafa"",""Jay Ryan"",""James Ransone"",""Teach Grant"",""Bill Skarsgård"",""Andy Bean"",""Jaeden Lieberher""]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","region_a","[{""name"":""Barbara Muschietti"",""role"":""Producer""},{""name"":""Marty P. Ewing"",""role"":""Producer""},{""name"":""Dan Lin"",""role"":""Producer""},{""name"":""David Katzenberg"",""role"":""Producer""},{""name"":""Roy Lee"",""role"":""Producer""},{""name"":""Seth Grahame-Smith"",""role"":""Producer""},{""name"":""Gary Dauberman"",""role"":""Writer""}]","[""Andy Muschietti""]","Data could not be retrieved","SPECIAL EDITION","Data could not be retrieved","[""NTSC""]","Horror","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Warner Home Video","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Warner Home Video","Data could not be retrieved","Data could not be retrieved","Warner Home Video","Data could not be retrieved","https://m.media-amazon.com/images/I/41JpdpHQnFL.jpg"
"667068416220","true","1.0","US","AIDYZYI02001","Amistad",,"[667068416220;000783231202]","[0000783231202;0667068416220;9780783231204]","0783231202",,"true","true","true","keywords","185471295898","USPS","3.37","7.56","1","6.97","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=185471295898","MEDIUM","21.0","21.0","1.47","0.63","0.50","0.00","Listing identified using keywords ; Listing price includes shipping","Dreamworks Skg","MFR667068416220#VG",,"5.38","0.6","7.5","0.13","5.35","0.63","7.48","0.18","OFFICIAL",,"MFR667068416220#VG","1999-05-04","[""Djimon Hounsou"",""Matthew McConaughey"",""Anthony Hopkins"",""Morgan Freeman"",""Nigel Hawthorne"",""David Paymer"",""Pete Postlethwaite"",""Stellan Skarsgård"",""Razaaq Adoti"",""Abu Bakaar Fofanah""]","Data could not be retrieved","1.85:1","R (Restricted)","Data could not be retrieved","[{""name"":""Bob Cooper"",""role"":""Producer""},{""name"":""Bonnie Curtis"",""role"":""Producer""},{""name"":""Colin Wilson"",""role"":""Producer""},{""name"":""Debbie Allen"",""role"":""Producer""},{""name"":""Laurie MacDonald"",""role"":""Producer""},{""name"":""Paul Deason"",""role"":""Producer""},{""name"":""David Franzoni"",""role"":""Writer""}]","[""Steven Spielberg""]","Data could not be retrieved","DVD Video","Data could not be retrieved","[""Multiple Formats"",""Anamorphic"",""Closed-captioned"",""Color"",""Dolby"",""NTSC"",""Widescreen""]","Documentary/Biography","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","Dreamworks Video","[{""languageName"":""english"",""type"":""Published""},{""languageName"":""english"",""type"":""Subtitled""},{""languageName"":""french"",""type"":""Dubbed""},{""languageName"":""spanish"",""type"":""Dubbed""},{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""english"",""type"":""Unknown""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2015-02-24","Dreamworks Video","{""value"":155.0,""unitType"":""minutes""}","Data could not be retrieved","Dreamworks Video","1997-12-10","https://m.media-amazon.com/images/I/51tI6cN6IcL._SL500_.jpg"
"602527993720","true","1.0","US","AID8O8PK6001","The Essential Collection [2 CD]",,"[602527993720]","[0602527993720]","B007R1PGJU",,"false","false","true","keywords","304549787589","USPS","3.37","33.11","2","14.95","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=304549787589","LOW","57.0","57.0","8.50","1.35","0.73","0.00","Listing identified using keywords","CD-2","25563351",,"5.59","0.39","5.59","0.22","4.88","0.39","5.67","0.24","OFFICIAL",,"35552671","2012-10-02","Data could not be retrieved","[""ABBA""]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[""CD""]","Pop-music","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","Capitol","[{""languageName"":""english"",""type"":""Published""},{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""english"",""type"":""Unknown""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2","2","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2012-10-02","Capitol","Data could not be retrieved","Unscented","Capitol","Data could not be retrieved","https://m.media-amazon.com/images/I/41qxqh6lXkL._SL500_.jpg"
"24543703976","true","1.0","US","Could not identify the product from a valid resource","12 Men of Christmas (DVD) 	Kristin Chenoweth  NEW  *READ","12 Men of Christmas (DVD) Kristin Chenoweth  NEW  *READ. THERE ARE SOME SCUFF MARKS ON THE SHRINK WRAP AND A FEW SMALL INDENTS IN THE BACK OF THE CASE.  ***FREE FIRST CLASS SHIPPING****","[24543703976;024543703976]",,,,"false","false","true","ID","165593070052",,,"0.0","0","19.95","https://www.ebay.com/itm/12-Men-Christmas-DVD-Kristin-Chenoweth-NEW-READ-/165593070052","UNAVAILABLE","91.0","91.0","18.07","0.00","0.88","0.00",,,,,,,,,,,,"0.00","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/JUAAAOSwquti3G2Q/$_57.JPG?set_id=8800005007"
"795041769992","true","1.0","US","AIDF8U004001","Andre Rieu in Wonderland (+ Bonus CD)",,"[795041769992]","[0795041769992]","B0012IXBKA",,"false","false","true","keywords","274858369863","USPS","3.37","0.0","0","9.99","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=274858369863","LOW","41.0","41.0","4.13","0.90","0.59","0.00","Listing identified using keywords","WEA DVD","COZ17699",,"7.5","5.4","0.7","0.18","5.42","0.58","7.1","0.18","OFFICIAL",,"COZ17699","2008-04-01","[""Andre Rieu""]","Data could not be retrieved","Data could not be retrieved","NR (Not Rated)","Data could not be retrieved","Data could not be retrieved","[""Pit Weyrich""]","Data could not be retrieved","DVD with Bonus Audio CD disc","Data could not be retrieved","[""Multiple Formats"",""Classical"",""NTSC""]","Classical","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","Denon Records","[{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""english"",""type"":""Unknown""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2","2","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Denon Records","{""value"":150.0,""unitType"":""minutes""}","Data could not be retrieved","Denon Records","2008-04-01","https://m.media-amazon.com/images/I/5113VkGNWBL._SL500_.jpg"
"191329096093","true","1.0","US","AIDZ93VOC001","Abominable (Blu-ray + DVD)","Abominable (Blu-ray + DVD)","[191329096093]","[0191329096093]","B07YNBCL6M",,"true","true","true","keywords","373377923291","USPS","3.37","0.0","0","19.58","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=373377923291","MEDIUM","64.0","64.0","12.58","1.76","0.87","0.00","Listing identified using keywords ; Listing price includes shipping ; Cross channel competition",,,,,,,"0.20","5.4","0.6","6.7","0.20","OFFICIAL",,"RIhsdhUE-4AWE-007","Data could not be retrieved","[""Chloe Bennet"",""Albert Tsai"",""Tenzing Norgay Trainor"",""Joseph Izzo"",""Sarah Paulson""]","Data could not be retrieved","1.85:1","PG (Parental Guidance Suggested)","region_a","Data could not be retrieved","[""Jill Culton""]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[{""languageName"":""french"",""type"":""Subtitled""},{""languageName"":""spanish"",""type"":""Subtitled""},{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""french"",""type"":""Original Language""},{""languageName"":""english"",""type"":""Subtitles for the Hearing Impaired""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2019-09-27","https://m.media-amazon.com/images/I/51ZTdNXddvL.jpg"
"65935149170","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"97363521860","true","1.0","US","Could not identify the product from a valid resource","Revolutionary Road (DVD, 2009, Canadian) Leonardo DiCaprio Kate Winslet NEW ","This auction features REVOLUTIONARY ROAD on dvd. This dvd is new and factory sealed. The pictures show the actual dvd that you are buying. In addition to English, this movie also has a French language track and French subtitles. All my dvd's are Region 1, which means they will play on dvd players in the USA and Canada. All my movies are factory originals - no bootlegs. Combine shipping: If you live in the USA or Canada, just add $1.00 shipping for each extra movie. If you live outside the USA or Canada, please ask me for a quote if you plan on buying more than one dvd. Please note: Canadian buyers must pay applicable GST/HST on all purchases (including shipping). I'm a registered business and, as such, I must collect and remit GST/HST to the government. Bidders outside of Canada are responsible for paying any taxes or duty charged by your own country or state (if any).","[97363521860;097363521860]",,,,"false","false","true","ID","144010099071",,,"0.0","0","6.22","https://www.ebay.com/itm/Revolutionary-Road-DVD-2009-Canadian-Leonardo-DiCaprio-Kate-Winslet-NEW-/144010099071","UNAVAILABLE","76.0","76.0","4.74","0.00","0.48","0.00",,,,,,,,,,,,"0.00","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/zpcAAOSwSddgeLIO/$_57.JPG?set_id=8800005007"
"14633169157","true","1.0","US","Could not identify the product from a valid resource","EA Sports NFL TRAINING CAMP Wii - Game Only","BRAND NEW SEALED! Game Only! Included in this Auction: 1 Wii Game - EA Sports - NFL TRAINING CAMP - Game Disk 1 Game Case + Cover Art 1 Manual   Shipping: I will Ship, Insured with Usps First Class Mail and Tracking Info will be Provided! The Item Shown in the Picture is a Stock Photo! Powered by eBay Turbo Lister The free listing tool. List your items fast and easy and manage your active items.","[14633169157;014633169157]",,,,"false","false","true","ID","303113881292",,,"143.6","13","10.99","https://www.ebay.com/itm/EA-Sports-NFL-TRAINING-CAMP-Wii-Game-Only-/303113881292","UNAVAILABLE","85.0","85.0","9.37","0.00","0.62","0.00",,,,,,,,,,,,"0.00","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i.ebayimg.com/00/s/MTYwMFgxMzMy/z/gjEAAOxyyjpRul~z/$T2eC16RHJGMFFpzt6r01BRul+zMY!g~~60_1.JPG?set_id=880000500F"
"65935209607","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"627735114279","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"888235031385","true","1.0","US","AIDV93VOC001","Line Of Duty [Blu-ray]","Line Of Duty [Blu-ray]","[888235031385]","[0888235031385]","B0828K6LN9",,"false","false","true","keywords","363107300789","USPS","3.37","0.0","0","14.69","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=363107300789","LOW","56.0","56.0","8.27","1.32","0.73","0.00","Listing identified using keywords ; Listing price includes shipping",,,,,,,,"5.3","0.5","6.7","0.18","OFFICIAL",,"Data could not be retrieved","2020-01-31","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","region_a","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[""Import""]","Action & Adventure","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Vvs Films","[{""languageName"":""english"",""type"":""Subtitled""},{""languageName"":""french"",""type"":""Subtitled""},{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""french"",""type"":""Original Language""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Vvs Films","Data could not be retrieved","Data could not be retrieved","Vvs Films","2020-01-31","https://m.media-amazon.com/images/I/51yZYh5YXqL.jpg"
"771171138617","true","1.0","US","AIDBSOL02001","WowWee Untamed Dragon – Wildfire (Red) (3861)","WowWee Untamed Dragon – Wildfire (Red) (3861)","[771171138617]","[0771171138617]","B07HJLS7R3",,"false","false","true","keywords","185354500840","USPS","4.34","0.0","0","25.97","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=185354500840","LOW","66.0","66.0","17.24","2.34","1.05","0.00","Listing identified using keywords ; Listing price includes shipping","WowWee","3861","Red","2.31","5.9","4.0","0.22","5.87","2.72","8.7","0.51","OFFICIAL",,"3861","2019-03-01","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","WowWee","Data could not be retrieved","{""value"":180.0,""unitType"":""months""}","{""value"":60.0,""unitType"":""months""}","[""Plastic""]","Data could not be retrieved","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","WowWee","Data could not be retrieved","Data could not be retrieved","WowWee","Data could not be retrieved","https://m.media-amazon.com/images/I/41afyjyZACL.jpg"
"774212114847","true","1.0","US","Could not identify the product from a valid resource","Poms [DVD]","Poms [DVD]","[774212114847]","[0774212114847]","B07SXL4MVQ",,"false","false","true","keywords","124885449104","USPS","3.37","0.0","0","5.95","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=124885449104","UNAVAILABLE","10.0","10.0","0.57","0.54","0.47","0.00","Listing identified using keywords",,,,,,,,"5.2","0.47","7.8","0.13","OFFICIAL",,"Data could not be retrieved","2019-08-06","[""Diane Keaton"",""Jacki Weaver"",""Pam Grier"",""Celia Weston"",""Phyllis Somerville"",""Charlie Tahan"",""Bruce McGill"",""Rhea Perlman""]","Data could not be retrieved","1.85:1","PG (Parental Guidance Suggested)","Data could not be retrieved","[{""name"":""Kelly McCormick"",""role"":""Producer""},{""name"":""Alex Saks"",""role"":""Producer""},{""name"":""Andy Evans"",""role"":""Producer""},{""name"":""Ade Shannon"",""role"":""Producer""},{""name"":""Celyn Jones"",""role"":""Producer""},{""name"":""Sean Marley"",""role"":""Producer""},{""name"":""Rose Ganguzza"",""role"":""Producer""},{""name"":""Shane Atkinson"",""role"":""Writer""}]","[""Zara Hayes""]","Data could not be retrieved","DVD","Data could not be retrieved","[""NTSC"",""Subtitled""]","Comedy","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Universal Pictures Home Entertainment","[{""languageName"":""english"",""type"":""Original Language""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Universal Pictures Home Entertainment","{""value"":91,""unitType"":""minutes""}","Data could not be retrieved","Universal Pictures Home Entertainment","2019-05-10","https://m.media-amazon.com/images/I/51bAScaNUQL.jpg"
"8809466649776","true","1.0","US","AIDFPCF71001","Spigen Crystal Shell Designed Google Pixel XL Case (2016) - Clear Crystal","Spigen Crystal Shell Designed Google Pixel XL Case (2016) - Clear Crystal","[8809466649776]","[8809466649776]","B01LZGCH8M","B07BXCSDTK","false","false","true","keywords","294834320717","USPS","3.37","12.95","1","12.95","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=294834320717","LOW","55.0","55.0","7.12","0.78","0.68","0.00","Listing identified using keywords","Spigen","F15CS20912","Clear Crystal","3.18","0.45","6.33","0.06","3.8","0.6","8.1","0.10","OFFICIAL","XL","F15CS20912","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","{""value"":5.5,""unitType"":""inches""}","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Spigen, Inc.","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[""Thermoplastic Polyurethane"",""Polycarbonate""]","Data could not be retrieved","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Spigen, Inc.","Data could not be retrieved","Data could not be retrieved","Spigen, Inc.","Data could not be retrieved","https://m.media-amazon.com/images/I/41Az9D2bMfL.jpg"
"43396543195","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"191329125632","true","1.0","US","Could not identify the product from a valid resource","Black Christmas (2019) - Blu-ray + DVD + Digital","Black Christmas (2019) - Blu-ray + DVD + Digital","[191329125632]","[0191329125632]","B083XSHZ6B",,"false","false","true","keywords","125046941533","USPS","3.37","0.0","0","6.64","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=125046941533","UNAVAILABLE","18.0","18.0","1.18","0.60","0.49","0.00","Listing identified using keywords",,,,,,,,"5.4","0.6","6.7","0.22","OFFICIAL",,"Data could not be retrieved","2020-03-17","[""Imogen Poots"",""Cary Elwes""]","Data could not be retrieved","2.39:1","Data could not be retrieved","region_a","[{""name"":""Jason Blum"",""role"":""Producer""},{""name"":""Ben Cosgrove"",""role"":""Producer""},{""name"":""Adam Hendricks"",""role"":""Producer""},{""name"":""Sophia Takal"",""role"":""Writer""},{""name"":""April Wolfe"",""role"":""Writer""}]","[""Sophia Takal""]","Data could not be retrieved","Blu-ray + DVD + Digital","Data could not be retrieved","[""NTSC"",""Subtitled"",""Digital_copy""]","Horror","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Universal Pictures Home Entertainment","[{""languageName"":""english"",""type"":""Original Language""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Universal Pictures Home Entertainment","{""value"":93,""unitType"":""minutes""}","Data could not be retrieved","Universal Pictures Home Entertainment","2019-12-13","https://m.media-amazon.com/images/I/51nPPfLqtFL.jpg"
"883929414864","true","1.0","US","Could not identify the product from a valid resource","Nikita: Season 4 [Blu-ray + Digital Copy]","Nikita: Season 4 [Blu-ray + Digital Copy]","[883929414864]","[0883929414864]","B00INTGAOK",,"false","false","true","keywords","185512628780","USPS","3.37","0.0","0","19.99","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=185512628780","UNAVAILABLE","65.0","65.0","12.94","1.80","0.88","0.00","Listing identified using keywords",,,,,,,,"5.42","0.58","7.1","0.18","OFFICIAL",,"Data could not be retrieved","2014-05-20","[""Maggie Q"",""Shane West"",""Lyndsy Fonseca"",""Aaron Stanford"",""Noah Bean"",""Devon Sawa"",""Melinda Clarke""]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","region_a","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","ORIGINAL","Data could not be retrieved","[""NTSC""]","Action & Adventure","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Warner Bros. Home Video","[{""languageName"":""english"",""type"":""Original Language""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Warner Bros. Home Video","{""value"":264,""unitType"":""minutes""}","Data could not be retrieved","Warner Bros. Home Video","Data could not be retrieved","https://m.media-amazon.com/images/I/514MCtRwmML.jpg"
"65935827542","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8888527039","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"627735112770","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2454328384","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
